cefr_a,cefr_b,level_distance,level_dist_weight,threshold_used,needs_screening,source_a,source_b,text_a,text_b,similarity,score,avg_word_len_delta,ttr_delta,num_words_delta
B1,C1,2,1.2,0.75,ok,UniversalCEFR/cefr_sp_en,UniversalCEFR/cefr_sp_en,"In Finland , peace and quiet in isolation is often the object of the pastime .","In Finland , solitary and contemplative isolation is often the object of the pastime .",0.8294,0.9953,1.027,0.066,1.0
B1,C1,2,1.2,0.75,ok,UniversalCEFR/cefr_sp_en,UniversalCEFR/cefr_sp_en,Adults fly in the late morning and early afternoon .,"Adults are strictly diurnal , flying preferentially in the late morning and early afternoon .",0.8283,0.994,1.256,0.0,4.0
A1,C1,4,1.6,0.55,low_sim_for_dist,UniversalCEFR/cefr_sp_en,UniversalCEFR/cefr_sp_en,He died on 9 May 2019 at the age of 93 .,"He died on 17 January 2018 from hypothermia , four days after his 52nd birthday .",0.6205,0.9929,2.284,0.0,3.0
A2,B2,2,1.2,0.75,similar_complexity,UniversalCEFR/cefr_sp_en,UniversalCEFR/cefr_sp_en,Corals can be found all over the island .,Washed up corals can be found on the island 's beaches .,0.8273,0.9927,0.091,0.0,3.0
A1,C1,4,1.6,0.55,low_sim_for_dist,UniversalCEFR/cefr_sp_en,UniversalCEFR/cefr_sp_en,He died on 26 September 2017 in Paris at the age of 91 .,"He died on 17 January 2018 from hypothermia , four days after his 52nd birthday .",0.6192,0.9907,1.509,0.0,1.0
B1,C1,2,1.2,0.75,similar_complexity,UniversalCEFR/cefr_sp_en,UniversalCEFR/cefr_sp_en,The upperside of the wings is black .,"The upperside of the wings is black , without a band and with one row of red crescents along the hindwing margin .",0.825,0.99,0.143,0.0,14.0
B1,C1,2,1.2,0.75,ok,UniversalCEFR/cefr_sp_en,UniversalCEFR/cefr_sp_en,Female pandas may give birth to two young .,Giant pandas give birth to twins in about half of pregnancies .,0.8239,0.9887,0.386,0.0,3.0
A1,B2,3,1.4,0.55,ok,UniversalCEFR/cefr_sp_en,UniversalCEFR/cefr_sp_en,He died on 12 May 2019 at the age of 80 .,"He died in England on November 16 , 2018 at the age of 81 , due to complications of hip surgery .",0.7058,0.9882,1.438,0.062,8.0
A2,B2,2,1.2,0.75,ok,UniversalCEFR/cefr_sp_en,UniversalCEFR/cefr_sp_en,"On August 10 , a day of memorials began peacefully .","On August 10 , a day of memorials began peacefully , but some people became outspoken after an evening candlelight vigil .",0.8232,0.9878,0.583,0.0,10.0
A1,B2,3,1.4,0.55,ok,UniversalCEFR/elg_cefr_en,UniversalCEFR/elg_cefr_en," Tom and Huck watched. Then they went away quickly because they were afraid. They went to Tom's yard. Huck said, ""We can't talk about this. Injun Joe can find us and kill us, too.""
""That's right,"" Tom said. ""We can't talk about it."" Tom went in his bedroom window. He went to bed, but he didn't sleep well. Tom and Huck didn't talk to their friends or Aunt Polly about that night because they were afraid of Injun Joe. Later, some men went to Muff Potter and said, ""You're a bad man. 
You killed the doctor."" Becky was sick and didn't go to school for many days. Tom was very sad. One morning, he said to Aunt Polly, ""I'm very sick, and I want to stay home from school."" Aunt Polly said, ""Here's some medicine. Take this and you can get well quickly."" But Tom didn't like the medicine. Peter, the cat, came into the room and looked at Tom. ""Peter!"" Tom said. ""Have some medicine!"" 
Peter had some medicine. He didn't like it! He went quickly out the open window and into the yard. Aunt Polly watched Peter. ""Why did you do that, Tom?"" she asked angrily. ""You're a very bad boy! Go to school now."" Tom arrived at school early and he waited for Becky at the school fence. She arrived early, too, but she didn't look at Tom. She went into school. Tom walked away.
He didn't want to go to school now. He was very sad. 
","Ma's breath caught in her throat. Pa said softly, ""Did you kill him?""
""I don't know,"" Tom said. ""I hope so."" 
""Tom!"" Ma said.
""Oh, you have to know. Casy came out here with other fellows to get five cents. But then they changed it to two and a half cents.""
""A fellow can't eat on that.""
""And then the pickers went on strike. And now the cops killed Casy.""
""Well, we need to get to work."" Ma looked sadly at Tom. ""Rosasharn will stay with you. We'll tell them that you're sick today.""
The family went to work. Tom finally fell asleep. His sister watched him and the door.
As the sun began to set, Ma came back to the house. She carefully built a fire in one end of the stove and filled a pot with water and put it over the flame.
""How was picking today?"" Tom asked.
Ma took a cup of dried corn pieces out of a bag. ""I don't want to talk about it,"" she said.
Pa and Al and Uncle John and the children came into the house. Al looked at Ma and said, ""Is that all we get after working until dark?""
""Al, you know we have to go. It will take all of the money we have for gas.""
""But, Ma, a fellow needs meat if he's going to work.""
""Just sit,"" she said.
They all sat down to their small dinners and coffee. Pa said, ""They dropped the price like you said, Tom. Two and a half cents.""
Uncle John said, ""They say there are two hundred more men coming tonight."" 
",0.7028,0.984,0.288,0.117,21.0
B1,C1,2,1.2,0.75,ok,UniversalCEFR/cefr_sp_en,UniversalCEFR/cefr_sp_en,"However , during the 20th century the river got worse .","However , during the 20th century the river deteriorated due to pollution .",0.82,0.984,0.825,0.025,2.0
B1,C1,2,1.2,0.75,ok,UniversalCEFR/cefr_sp_en,UniversalCEFR/cefr_sp_en,POTS can be caused by many different things .,The symptoms of POTS can be caused by several distinct pathophysiological mechanisms .,0.8193,0.9831,1.583,0.0,4.0
A2,B2,2,1.2,0.75,ok,UniversalCEFR/cefr_sp_en,UniversalCEFR/cefr_sp_en,Large died on 3 November 2018 from a heart attack at the age of 75 .,"Large died on 3 November 2018 from an abdominal aortic aneurysm , at the age of 75 .",0.8186,0.9823,0.712,0.0,1.0
B1,C1,2,1.2,0.75,ok,UniversalCEFR/cefr_sp_en,UniversalCEFR/cefr_sp_en,Modern dry cleaning 's use of non-water - based solvents to remove soil and stains from clothes was reported as early as 1855 .,Modern dry cleaning uses solvents that do not use water to remove dirt and stains from clothing .,0.8186,0.9823,0.283,0.045,5.0
B1,C1,2,1.2,0.75,ok,UniversalCEFR/cefr_sp_en,UniversalCEFR/cefr_sp_en,The specimen was probably not fully grown at the time of its death .,The holotype specimen was likely not fully grown when it died .,0.8182,0.9818,0.483,0.077,2.0
B1,C1,2,1.2,0.75,ok,UniversalCEFR/cefr_sp_en,UniversalCEFR/cefr_sp_en,Competition occurs when organisms or species need or use the same resources .,Intraspecific competition occurs when members of the same species compete for the same resources in an ecosystem .,0.8178,0.9813,0.314,0.034,5.0
B1,C1,2,1.2,0.75,ok,UniversalCEFR/cefr_sp_en,UniversalCEFR/cefr_sp_en,The upper side of the wings is black .,"The upperside of the wings is black , without a band and with one row of red crescents along the hindwing margin .",0.8165,0.9798,0.661,0.018,13.0
A1,C1,4,1.6,0.55,low_sim_for_dist,UniversalCEFR/cefr_sp_en,UniversalCEFR/cefr_sp_en,Earth is very old .,The average age of Earth 's continental crust is about 2.0 billion years .,0.6112,0.9779,1.167,0.0,8.0
A2,B2,2,1.2,0.75,ok,UniversalCEFR/cefr_sp_en,UniversalCEFR/cefr_sp_en,"In 1972 , video recording industry in Japan started to lose money .","In early 1972 , the commercial video recording industry in Japan took a financial hit .",0.813,0.9756,0.177,0.023,3.0
A2,B2,2,1.2,0.75,ok,UniversalCEFR/cefr_sp_en,UniversalCEFR/cefr_sp_en,"The restaurant closed down on September 9 , 2000 .","The restaurant reopened five months after the massacre , but closed permanently on September 9 , 2000 .",0.8128,0.9753,0.333,0.077,7.0
A1,C1,4,1.6,0.55,low_sim_for_dist,UniversalCEFR/cefr_sp_en,UniversalCEFR/cefr_sp_en,"He died , aged 80 , on 22 July 2014 .","He died on 17 January 2018 from hypothermia , four days after his 52nd birthday .",0.6088,0.974,1.709,0.0,6.0
B1,C1,2,1.2,0.75,ok,UniversalCEFR/cefr_sp_en,UniversalCEFR/cefr_sp_en,The Eta Carinae star system is currently one of the most massive that can be studied in great detail .,This stellar system is currently one of the most massive that can be studied in detail .,0.8113,0.9736,0.122,0.053,3.0
A2,B2,2,1.2,0.75,ok,UniversalCEFR/cefr_sp_en,UniversalCEFR/cefr_sp_en,"In the late 19th century , Westerners knew little about Japan .","In the late 19th century , Japan was still largely unknown and exotic to Westerners .",0.811,0.9732,0.188,0.0,4.0
B1,B2,1,1.0,0.75,ok,UniversalCEFR/cefr_sp_en,UniversalCEFR/cefr_sp_en,"After leaving the station , the train enters the launch area .","After it leaves the station , the train enters the launch area .",0.9699,0.9699,0.355,0.018,1.0
B1,B2,1,1.0,0.75,ok,UniversalCEFR/cefr_sp_en,UniversalCEFR/cefr_sp_en,737s are not equipped with fuel dump systems .,737s do not have fuel dump systems .,0.9699,0.9699,0.714,0.0,1.0
B1,B2,1,1.0,0.75,similar_complexity,UniversalCEFR/cefr_sp_en,UniversalCEFR/cefr_sp_en,"The judges have a 12 - year term , but they must retire when reaching the age of 68 .","The judges are elected for a 12 - year term , but they must retire upon reaching the age of 68 .",0.9698,0.9698,0.067,0.008,2.0
C1,C2,1,1.0,0.75,ok,UniversalCEFR/cefr_sp_en,UniversalCEFR/cefr_sp_en,"Researchers in molecular biology use specific techniques that are typical for molecular biology , but they combine these with techniques and ideas from genetics and biochemistry .",Researchers in molecular biology use specific techniques native to molecular biology but increasingly combine these with techniques and ideas from genetics and biochemistry .,0.9696,0.9696,0.482,0.014,2.0
B1,B2,1,1.0,0.75,ok,UniversalCEFR/cefr_sp_en,UniversalCEFR/cefr_sp_en,Attempts have been made to raise sheep there .,Attempts have been periodically made to raise sheep there .,0.9694,0.9694,0.819,0.0,1.0
B2,C1,1,1.0,0.75,ok,UniversalCEFR/cefr_sp_en,UniversalCEFR/cefr_sp_en,"An epigenetic contribution to heterosis has been established in plants , and it has also been reported in animals .","An epigenetic effect heterosis has been found in plants , and also in animals .",0.9694,0.9694,0.376,0.09,5.0
B1,C1,2,1.2,0.75,ok,UniversalCEFR/cefr_sp_en,UniversalCEFR/cefr_sp_en,"Porcelain originated in China , and ' china ' is the common name of the product .","Porcelain originated in China , and it took a long time to reach the modern material .",0.8077,0.9692,0.159,0.154,2.0
B2,C1,1,1.0,0.75,ok,UniversalCEFR/cefr_sp_en,UniversalCEFR/cefr_sp_en,"The work is anonymous , and there is speculation about the author 's identity .","The work is anonymous , although there has been extensive speculation on the author 's identity .",0.9689,0.9689,0.431,0.087,2.0
B2,C1,1,1.0,0.75,ok,UniversalCEFR/cefr_sp_en,UniversalCEFR/cefr_sp_en,"In some non-mammal species , including fish and birds , the tectum is one of the largest components of the brain .","In some vertebrates , including fish and birds , the tectum is one of the largest components of the brain .",0.9688,0.9688,0.217,0.017,2.0
B2,C1,1,1.0,0.75,ok,UniversalCEFR/cefr_sp_en,UniversalCEFR/cefr_sp_en,"There is a battle between the wilds and the pets , with the Pet Paradiso security focused on tranquilizing the wilds .","A battle between the wilds and pets ensues , with the Pet Paradiso security focused on tranquilizing the wilds .",0.9684,0.9684,0.306,0.033,2.0
B2,C1,1,1.0,0.75,ok,UniversalCEFR/cefr_sp_en,UniversalCEFR/cefr_sp_en,A stream cipher makes use of a much smaller and more convenient key such as 128 bits .,"A stream cipher makes use of a much smaller and more convenient cryptographic key , for example 128 bits keys .",0.9684,0.9684,0.715,0.007,2.0
A2,B2,2,1.2,0.75,ok,UniversalCEFR/cefr_sp_en,UniversalCEFR/cefr_sp_en,The other giant panda has dark brown and light brown fur .,The giant panda has luxuriant black - and - white fur .,0.8069,0.9683,0.374,0.091,2.0
B2,C1,1,1.0,0.75,ok,UniversalCEFR/cefr_sp_en,UniversalCEFR/cefr_sp_en,Plants in wildfire - prone ecosystems often have adaptations to their local conditions .,Plants in wildfire - prone ecosystems often survive through adaptations to their local fire regime .,0.9683,0.9683,0.155,0.0,2.0
B2,C1,1,1.0,0.75,ok,UniversalCEFR/cefr_sp_en,UniversalCEFR/cefr_sp_en,Many accidents and catastrophes have resulted from microsleep episodes in these circumstances .,"Historically , many accidents and catastrophes have resulted from microsleep episodes in these circumstances .",0.9681,0.9681,0.397,0.0,1.0
B1,B2,1,1.0,0.75,similar_complexity,UniversalCEFR/cefr_sp_en,UniversalCEFR/cefr_sp_en,"While there are many alternative treatments used for the common cold , there is not enough scientific evidence to support the use of most treatments .","While there are many alternative treatments used for the common cold , there is insufficient scientific evidence to support the use of most .",0.9681,0.9681,0.148,0.034,2.0
B1,B2,1,1.0,0.75,ok,UniversalCEFR/cefr_sp_en,UniversalCEFR/cefr_sp_en,Female trees bear their fruit only every few years .,"Female trees bear their fruit irregularly , only every few years .",0.9677,0.9677,0.633,0.0,1.0
A2,B1,1,1.0,0.75,ok,UniversalCEFR/cefr_sp_en,UniversalCEFR/cefr_sp_en,The movie received mixed reviews .,The film received mixed reviews .,0.9676,0.9676,0.2,0.0,0.0
B2,C1,1,1.0,0.75,ok,UniversalCEFR/cefr_sp_en,UniversalCEFR/cefr_sp_en,"Traditional wood joinery techniques use the distinctive material properties of wood , often without mechanical fasteners .","Many traditional wood joinery techniques use the distinctive material properties of wood , often without resorting to mechanical fasteners or adhesives .",0.9676,0.9676,0.433,0.017,5.0
C1,C2,1,1.0,0.75,ok,UniversalCEFR/cefr_sp_en,UniversalCEFR/cefr_sp_en,"Differential cryptanalysis is usually a chosen plaintext attack , meaning that the attacker must be able to obtain ciphertexts for some set of plaintexts of their choosing .","Differential cryptanalysis attacks are usually chosen plaintext attacks , meaning that the attacker must be able to obtain encrypted ciphertexts for some set of plaintexts of his choosing .",0.9675,0.9675,0.35,0.036,1.0
B1,B2,1,1.0,0.75,ok,UniversalCEFR/cefr_sp_en,UniversalCEFR/cefr_sp_en,Self - assumption of a title is not necessarily illegal .,Self - assumption of a title is not necessarily illegal : it depends on the law of the place where the title is used .,0.9673,0.9673,0.864,0.227,13.0
B2,C1,1,1.0,0.75,ok,UniversalCEFR/cefr_sp_en,UniversalCEFR/cefr_sp_en,The use of complementary colors is an important aspect of art and graphic design .,The use of complementary colors is an important aspect of aesthetically pleasing art and graphic design .,0.9673,0.9673,0.714,0.009,2.0
B2,C1,1,1.0,0.75,ok,UniversalCEFR/cefr_sp_en,UniversalCEFR/cefr_sp_en,In prehistoric times montane forest occupied covered one third of the land of present- day Rwanda .,In prehistoric times montane forest occupied one - third of the territory of present- day Rwanda .,0.967,0.967,0.204,0.004,1.0
B1,B2,1,1.0,0.75,similar_complexity,UniversalCEFR/cefr_sp_en,UniversalCEFR/cefr_sp_en,Insect respiration happens without lungs .,Insect respiration is accomplished without lungs .,0.9668,0.9668,0.033,0.0,1.0
A2,B1,1,1.0,0.75,ok,UniversalCEFR/cefr_sp_en,UniversalCEFR/cefr_sp_en,"The building was completed in 1941 , after the start of World War II .","The building was completed in 1941 , after the outbreak of World War II .",0.9668,0.9668,0.25,0.0,0.0
B2,C1,1,1.0,0.75,ok,UniversalCEFR/cefr_sp_en,UniversalCEFR/cefr_sp_en,Metics shared the burdens of citizenship without any of its privileges .,Metics typically shared the burdens of citizenship without any of its privileges .,0.9668,0.9668,0.295,0.008,1.0
B2,C1,1,1.0,0.75,similar_complexity,UniversalCEFR/cefr_sp_en,UniversalCEFR/cefr_sp_en,"The water , having been separated from the air , leaves the camera aeolis at the same rate as it enters .","The water , having been separated from the air , leaves the camera aeolis at the same speed as it enters .",0.9666,0.9666,0.053,0.0,0.0
C1,C2,1,1.0,0.75,ok,UniversalCEFR/cefr_sp_en,UniversalCEFR/cefr_sp_en,"Mycorrhizal plants are often more resistant to diseases , such as those caused by microbial soil- borne pathogens , and are also more resistant to the effects of drought .","Mycorrhizal plants are often more resistant to diseases , such as those caused by microbial soil- borne pathogens .",0.9662,0.9662,0.418,0.148,10.0
